sample_index,day,disintegration,max_L,t0,k0
2,61,7.914102368151132e-05,6.3910146,147.26775,0.13097780297688646
2,62,9.021605828508984e-05,6.3910146,147.26775,0.13097780297688646
2,63,0.00010284091385403982,6.3910146,147.26775,0.13097780297688646
2,64,0.00011723246215417352,6.3910146,147.26775,0.13097780297688646
2,65,0.00013363792032515314,6.3910146,147.26775,0.13097780297688646
2,66,0.00015233909623008754,6.3910146,147.26775,0.13097780297688646
2,67,0.00017365722753341677,6.3910146,147.26775,0.13097780297688646
2,68,0.0001979584974821748,6.3910146,147.26775,0.13097780297688646
2,69,0.00022566032194371597,6.3910146,147.26775,0.13097780297688646
2,70,0.00025723851544113554,6.3910146,147.26775,0.13097780297688646
2,71,0.00029323545894821887,6.3910146,147.26775,0.13097780297688646
2,72,0.0003342694093113269,6.3910146,147.26775,0.13097780297688646
2,73,0.0003810451096428403,6.3910146,147.26775,0.13097780297688646
2,74,0.00043436588220491365,6.3910146,147.26775,0.13097780297688646
2,75,0.0004951474105421282,6.3910146,147.26775,0.13097780297688646
2,76,0.0005644334463450331,6.3910146,147.26775,0.13097780297688646
2,77,0.0006434137092064893,6.3910146,147.26775,0.13097780297688646
2,78,0.000733444284604025,6.3910146,147.26775,0.13097780297688646
2,79,0.0008360708677080934,6.3910146,147.26775,0.13097780297688646
2,80,0.0009530552486594787,6.3910146,147.26775,0.13097780297688646
2,81,0.00108640548954621,6.3910146,147.26775,0.13097780297688646
