test_id,n_polymers,blend_type,materials,polymer_types,blend_input,success,property_value,error,thickness
69,3,equal,"['PLA Luminy® L175', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.3333333333333333, PHB, BIOCYCLE® 1000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,41.77664763296446,,50.0
70,3,random_sample_1,"['PLA Luminy® L175', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.2137965304468654, PHB, BIOCYCLE® 1000, 0.520999122497735, PHA, PHACT S1000P, 0.2652043470553997",True,42.385445837568035,,50.0
71,3,random_sample_2,"['PLA Luminy® L175', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.5866391376387026, PHB, BIOCYCLE® 1000, 0.09931572151879065, PHA, PHACT S1000P, 0.3140451408425069",True,43.86750145988086,,50.0
72,3,random_sample_3,"['PLA Luminy® L175', 'PHB BIOCYCLE® 1000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.3338188366236977, PHB, BIOCYCLE® 1000, 0.36050810893743535, PHA, PHACT S1000P, 0.30567305443886694",True,41.805637263427236,,50.0
73,3,equal,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,40.15762027062613,,50.0
74,3,random_sample_1,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.5495337399578435, PHB, ENMAT Y3000, 0.2764439159370604, PHA, PHACT A1000P, 0.1740223441050962",True,44.910718475793935,,50.0
75,3,random_sample_2,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.47415782661553074, PHB, ENMAT Y3000, 0.47164288336995874, PHA, PHACT A1000P, 0.05419929001451048",True,44.88713960961516,,50.0
76,3,random_sample_3,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.39932614895233215, PHB, ENMAT Y3000, 0.2264143923300214, PHA, PHACT A1000P, 0.37425945871764643",True,39.51017746491392,,50.0
77,3,equal,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.3333333333333333, PHB, ENMAT Y3000, 0.3333333333333333, PHA, PHACT S1000P, 0.3333333333333333",True,41.89126669381631,,50.0
78,3,random_sample_1,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.9683212695220511, PHB, ENMAT Y3000, 0.0201793841904621, PHA, PHACT S1000P, 0.011499346287486825",True,64.47467181382598,,50.0
79,3,random_sample_2,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.0018557322048230326, PHB, ENMAT Y3000, 0.9343947046086613, PHA, PHACT S1000P, 0.06374956318651571",True,39.09037058471106,,50.0
80,3,random_sample_3,"['PLA Luminy® L175', 'PHB ENMAT Y3000', 'PHA PHACT S1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.0964241760304758, PHB, ENMAT Y3000, 0.3267894959447349, PHA, PHACT S1000P, 0.5767863280247894",True,39.03217832101306,,50.0
81,3,equal,"['PLA Luminy® L175', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.3333333333333333, PHB, ENMAT™ Y1000P, 0.3333333333333333, PHA, PHACT A1000P, 0.3333333333333333",True,39.03081655383621,,50.0
82,3,random_sample_1,"['PLA Luminy® L175', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.41566199297477124, PHB, ENMAT™ Y1000P, 0.1168454169461015, PHA, PHACT A1000P, 0.46749259007912725",True,44.897165901993446,,50.0
83,3,random_sample_2,"['PLA Luminy® L175', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.4235719623521794, PHB, ENMAT™ Y1000P, 0.024117882938895406, PHA, PHACT A1000P, 0.5523101547089251",True,44.85672882818086,,50.0
84,3,random_sample_3,"['PLA Luminy® L175', 'PHB ENMAT™ Y1000P', 'PHA PHACT A1000P']","['PLA', 'PHB', 'PHA']","PLA, Luminy® L175, 0.04645603181946475, PHB, ENMAT™ Y1000P, 0.5468851790799538, PHA, PHACT A1000P, 0.40665878910058134",True,35.59422273859313,,50.0
