iteration,ki_value,percentage_change,error,polymer_family,additive
44,0.8500000000000002,104.12813285450333,4.128132854503335,PBAT,Glycerol
44,0.39999999999999997,149.41323505965673,49.41323505965673,PBSA,Glycerol
45,0.8500000000000002,123.06687405560538,23.066874055605382,PLA,Glycerol
45,0.3,83.32702813256655,16.672971867433446,PHB,Glycerol
45,0.8,95.25394657283557,4.746053427164426,PHBV,Glycerol
45,0.7000000000000001,88.4155285181317,11.584471481868306,PHAa,Glycerol
45,0.7000000000000001,99.13516771531614,0.8648322846838568,PGA,Glycerol
45,0.9000000000000002,51.870529931606505,48.129470068393495,PCL,Glycerol
45,1.1500000000000004,175.23282960276828,75.23282960276828,PBS,Glycerol
45,0.8500000000000002,134.4899255359416,34.48992553594161,PBAT,Glycerol
45,0.35,140.7823440400362,40.78234404003621,PBSA,Glycerol
46,0.8000000000000002,116.84094610476178,16.840946104761784,PLA,Glycerol
46,0.35,116.45421347709885,16.454213477098847,PHB,Glycerol
46,0.8,38.756569631683455,61.243430368316545,PHBV,Glycerol
46,0.7500000000000001,62.369504137226365,37.630495862773635,PHAa,Glycerol
46,0.7000000000000001,117.15767743547553,17.157677435475534,PGA,Glycerol
46,0.9500000000000003,144.73754786702168,44.737547867021675,PCL,Glycerol
46,1.1000000000000003,186.41680552211034,86.41680552211034,PBS,Glycerol
46,0.8000000000000002,84.8079531566157,15.192046843384304,PBAT,Glycerol
46,0.3,91.25350765899721,8.746492341002792,PBSA,Glycerol
47,0.7500000000000001,127.526974958289,27.526974958289003,PLA,Glycerol
47,0.3,98.0964735302233,1.9035264697766934,PHB,Glycerol
47,0.8500000000000001,106.84412783175993,6.844127831759934,PHBV,Glycerol
47,0.8000000000000002,82.72140216198588,17.27859783801412,PHAa,Glycerol
47,0.65,89.93999067040568,10.060009329594322,PGA,Glycerol
47,0.9000000000000002,116.94562691707021,16.945626917070214,PCL,Glycerol
47,1.0500000000000003,126.15190968718505,26.151909687185054,PBS,Glycerol
47,0.8500000000000002,86.32547515275867,13.67452484724133,PBAT,Glycerol
47,0.35,141.0371792747939,41.037179274793914,PBSA,Glycerol
48,0.7000000000000001,111.75187517222241,11.751875172222412,PLA,Glycerol
48,0.3,107.27495327730185,7.274953277301847,PHB,Glycerol
48,0.8,83.1760289981838,16.823971001816204,PHBV,Glycerol
48,0.8500000000000002,71.89852839160694,28.101471608393055,PHAa,Glycerol
48,0.7000000000000001,92.80052032757403,7.199479672425966,PGA,Glycerol
48,0.8500000000000002,129.71776435989162,29.717764359891618,PCL,Glycerol
48,1.0000000000000002,90.66041638983002,9.339583610169981,PBS,Glycerol
48,0.9000000000000002,149.53466930124708,49.53466930124708,PBAT,Glycerol
48,0.3,153.5576952584783,53.557695258478304,PBSA,Glycerol
49,0.65,82.18701899073798,17.812981009262018,PLA,Glycerol
49,0.25,85.72412239693315,14.275877603066846,PHB,Glycerol
49,0.8500000000000001,60.10649044635004,39.89350955364996,PHBV,Glycerol
49,0.9000000000000002,124.74525776928226,24.74525776928226,PHAa,Glycerol
49,0.7500000000000001,99.96440873179594,0.035591268204058224,PGA,Glycerol
49,0.8000000000000002,77.7354164774148,22.2645835225852,PCL,Glycerol
49,1.0500000000000003,139.03156513254393,39.03156513254393,PBS,Glycerol
49,0.8500000000000002,98.93912342834608,1.060876571653921,PBAT,Glycerol
49,0.25,66.18434419304654,33.81565580695346,PBSA,Glycerol
50,0.7000000000000001,151.77110161445685,51.77110161445685,PLA,Glycerol
50,0.3,153.929364176201,53.929364176201005,PHB,Glycerol
50,0.9000000000000001,99.75523772758379,0.24476227241621018,PHBV,Glycerol
50,0.8500000000000002,99.3434191668224,0.6565808331775997,PHAa,Glycerol
50,0.7500000000000001,137.508668552178,37.508668552177994,PGA,Glycerol
50,0.8500000000000002,113.58372043030282,13.583720430302819,PCL,Glycerol
50,1.0000000000000002,128.31578704421855,28.315787044218553,PBS,Glycerol
50,0.8500000000000002,119.36998618651343,19.36998618651343,PBAT,Glycerol
50,0.3,104.6117192608025,4.611719260802502,PBSA,Glycerol
