iteration,ki_value,percentage_change,error,polymer_family,additive
13,0.49999999999999994,73.26714811119741,26.732851888802585,PCL,Glycerol
13,0.5499999999999999,64.19063900912998,35.80936099087002,PBS,Glycerol
13,0.5499999999999999,58.266302748756075,41.733697251243925,PBAT,Glycerol
13,0.3,109.97885333449928,9.978853334499277,PBSA,Glycerol
14,0.5499999999999999,118.87345319442606,18.873453194426062,PLA,Glycerol
14,0.2,97.92416733101443,2.0758326689855693,PHB,Glycerol
14,0.6,34.93724493303453,65.06275506696548,PHBV,Glycerol
14,0.49999999999999994,94.42356308352474,5.576436916475259,PHAa,Glycerol
14,0.5499999999999999,94.1432419602232,5.856758039776807,PGA,Glycerol
14,0.5499999999999999,97.70681604631936,2.2931839536806393,PCL,Glycerol
14,0.6,73.86060515737445,26.13939484262555,PBS,Glycerol
14,0.6,80.74729825435927,19.252701745640735,PBAT,Glycerol
14,0.25,89.61261702232385,10.387382977676154,PBSA,Glycerol
15,0.49999999999999994,79.96597272075779,20.03402727924221,PLA,Glycerol
15,0.2,98.42376097392881,1.5762390260711925,PHB,Glycerol
15,0.65,76.65033333692502,23.349666663074984,PHBV,Glycerol
15,0.5499999999999999,78.24046287053079,21.75953712946921,PHAa,Glycerol
15,0.6,100.46554947261957,0.46554947261957125,PGA,Glycerol
15,0.5499999999999999,75.97577250587634,24.024227494123664,PCL,Glycerol
15,0.65,98.98951250439004,1.010487495609965,PBS,Glycerol
15,0.65,105.9739910479271,5.9739910479271,PBAT,Glycerol
15,0.3,116.49619762966229,16.49619762966229,PBSA,Glycerol
16,0.5499999999999999,77.82950267045972,22.170497329540282,PLA,Glycerol
16,0.2,115.66578692138002,15.665786921380018,PHB,Glycerol
16,0.7000000000000001,114.88587049608122,14.885870496081225,PHBV,Glycerol
16,0.6,127.55397548651653,27.553975486516535,PHAa,Glycerol
16,0.6,84.59820748827133,15.401792511728672,PGA,Glycerol
16,0.6,83.14924786982117,16.850752130178833,PCL,Glycerol
16,0.65,48.11659861222902,51.88340138777098,PBS,Glycerol
16,0.6,120.25614925213759,20.25614925213759,PBAT,Glycerol
16,0.25,149.0039926254736,49.003992625473586,PBSA,Glycerol
17,0.6,116.89660697655566,16.89660697655566,PLA,Glycerol
17,0.15000000000000002,85.0529235090694,14.947076490930598,PHB,Glycerol
17,0.65,91.28346389649235,8.71653610350765,PHBV,Glycerol
17,0.5499999999999999,80.38509390498488,19.614906095015115,PHAa,Glycerol
17,0.65,110.5471981503676,10.547198150367606,PGA,Glycerol
17,0.65,56.39433477711085,43.60566522288915,PCL,Glycerol
17,0.7000000000000001,79.59186377951742,20.408136220482575,PBS,Glycerol
17,0.5499999999999999,84.86686868398068,15.133131316019316,PBAT,Glycerol
17,0.2,59.372453069415606,40.627546930584394,PBSA,Glycerol
18,0.5499999999999999,72.25590747308338,27.744092526916617,PLA,Glycerol
18,0.2,70.32421327302109,29.675786726978913,PHB,Glycerol
18,0.7000000000000001,92.87509016462512,7.124909835374879,PHBV,Glycerol
18,0.6,56.817823718327546,43.182176281672454,PHAa,Glycerol
18,0.6,83.6738448429896,16.326155157010405,PGA,Glycerol
18,0.7000000000000001,44.94950041289318,55.05049958710682,PCL,Glycerol
18,0.7500000000000001,120.96967460397586,20.96967460397586,PBS,Glycerol
18,0.6,54.262264897015235,45.737735102984765,PBAT,Glycerol
18,0.25,71.73000556760243,28.269994432397567,PBSA,Glycerol
19,0.6,74.4808013621545,25.519198637845506,PLA,Glycerol
19,0.25,145.3206406565938,45.32064065659381,PHB,Glycerol
19,0.7500000000000001,84.24100777531642,15.758992224683581,PHBV,Glycerol
19,0.65,78.69144818740907,21.308551812590935,PHAa,Glycerol
19,0.65,90.3876417114301,9.612358288569894,PGA,Glycerol
19,0.7500000000000001,113.9589536092242,13.958953609224196,PCL,Glycerol
19,0.7000000000000001,108.33593808976117,8.335938089761171,PBS,Glycerol
19,0.65,120.34877558716555,20.348775587165548,PBAT,Glycerol
19,0.3,93.9387650235857,6.061234976414298,PBSA,Glycerol
20,0.65,114.43680315900268,14.436803159002679,PLA,Glycerol
20,0.2,114.92920778592233,14.92920778592233,PHB,Glycerol
20,0.8000000000000002,75.79966225399495,24.200337746005047,PHBV,Glycerol
20,0.7000000000000001,88.35416245166368,11.645837548336317,PHAa,Glycerol
20,0.7000000000000001,76.39571824833082,23.604281751669177,PGA,Glycerol
20,0.7000000000000001,79.71199368704018,20.288006312959823,PCL,Glycerol
20,0.65,88.94879262451273,11.051207375487266,PBS,Glycerol
20,0.6,51.69430990628417,48.30569009371583,PBAT,Glycerol
20,0.35,102.29164801859947,2.2916480185994743,PBSA,Glycerol
21,0.6,56.85098304809967,43.14901695190033,PLA,Glycerol
21,0.15000000000000002,66.08601497632374,33.91398502367626,PHB,Glycerol
21,0.8500000000000002,102.9710318276574,2.9710318276573986,PHBV,Glycerol
21,0.7500000000000001,90.03840960699665,9.961590393003348,PHAa,Glycerol
21,0.7500000000000001,111.465823337526,11.465823337526004,PGA,Glycerol
21,0.7500000000000001,161.86284404863736,61.862844048637356,PCL,Glycerol
21,0.7000000000000001,84.85067851692096,15.149321483079035,PBS,Glycerol
21,0.65,87.03793578566201,12.962064214337985,PBAT,Glycerol
21,0.35,164.237039062277,64.237039062277,PBSA,Glycerol
22,0.65,85.2423316227313,14.7576683772687,PLA,Glycerol
22,0.2,77.63348363986815,22.366516360131854,PHB,Glycerol
22,0.8500000000000002,119.9032790860969,19.9032790860969,PHBV,Glycerol
22,0.8000000000000002,112.07248685396948,12.07248685396948,PHAa,Glycerol
22,0.7000000000000001,84.87003925520003,15.129960744799973,PGA,Glycerol
22,0.7000000000000001,140.93057242581582,40.930572425815825,PCL,Glycerol
22,0.7500000000000001,98.53665122263298,1.4633487773670169,PBS,Glycerol
22,0.7000000000000001,106.58904099078693,6.589040990786927,PBAT,Glycerol
22,0.3,95.19371449391201,4.806285506087988,PBSA,Glycerol
23,0.7000000000000001,124.03843949081194,24.03843949081194,PLA,Glycerol
23,0.25,74.89266594240533,25.10733405759467,PHB,Glycerol
23,0.8000000000000002,67.45421146689735,32.54578853310265,PHBV,Glycerol
23,0.7500000000000001,162.46957915626984,62.469579156269845,PHAa,Glycerol
23,0.7500000000000001,87.220560100632,12.779439899368,PGA,Glycerol
23,0.65,89.00261554506979,10.997384454930213,PCL,Glycerol
23,0.7500000000000001,108.73728575156186,8.737285751561856,PBS,Glycerol
23,0.65,94.47998674835661,5.520013251643391,PBAT,Glycerol
23,0.3,78.28803427868014,21.711965721319856,PBSA,Glycerol
24,0.65,89.4897544059694,10.510245594030593,PLA,Glycerol
24,0.3,83.80636512879194,16.19363487120806,PHB,Glycerol
24,0.8500000000000002,93.07193719268844,6.928062807311562,PHBV,Glycerol
24,0.7000000000000001,106.79472409208834,6.7947240920883445,PHAa,Glycerol
24,0.8000000000000002,97.3972964626937,2.602703537306297,PGA,Glycerol
24,0.7000000000000001,64.76418195800898,35.235818041991024,PCL,Glycerol
24,0.7000000000000001,71.00145019850677,28.998549801493226,PBS,Glycerol
24,0.7000000000000001,119.6940673733416,19.694067373341596,PBAT,Glycerol
24,0.35,138.52405372981153,38.52405372981153,PBSA,Glycerol
25,0.7000000000000001,144.52366338010034,44.523663380100345,PLA,Glycerol
25,0.35,81.29059928020605,18.709400719793948,PHB,Glycerol
25,0.9000000000000002,86.22074319293986,13.779256807060136,PHBV,Glycerol
25,0.65,77.6308237758474,22.369176224152596,PHAa,Glycerol
25,0.8000000000000002,79.62393677271476,20.376063227285243,PGA,Glycerol
25,0.7500000000000001,92.84982258978596,7.150177410214042,PCL,Glycerol
25,0.7500000000000001,95.2476157696924,4.752384230307598,PBS,Glycerol
25,0.65,91.24471258805274,8.755287411947265,PBAT,Glycerol
25,0.3,84.89485803009545,15.105141969904551,PBSA,Glycerol
26,0.65,58.11042193550743,41.88957806449257,PLA,Glycerol
26,0.39999999999999997,182.93899544924471,82.93899544924471,PHB,Glycerol
26,0.9500000000000003,88.6299737775114,11.370026222488605,PHBV,Glycerol
26,0.7000000000000001,98.53508667355254,1.4649133264474585,PHAa,Glycerol
26,0.8500000000000002,133.0652149827196,33.065214982719596,PGA,Glycerol
26,0.8000000000000002,138.64651522970556,38.64651522970556,PCL,Glycerol
26,0.7500000000000001,66.49841765374462,33.501582346255375,PBS,Glycerol
26,0.7000000000000001,77.46111831179208,22.538881688207923,PBAT,Glycerol
26,0.35,97.2890225597974,2.7109774402025977,PBSA,Glycerol
27,0.7000000000000001,78.06582533544268,21.934174664557318,PLA,Glycerol
27,0.35,101.18870379392719,1.1887037939271892,PHB,Glycerol
27,1.0000000000000002,110.52454406677876,10.524544066778759,PHBV,Glycerol
27,0.7000000000000001,73.48814194834847,26.51185805165153,PHAa,Glycerol
27,0.8000000000000002,80.5069857320028,19.493014267997196,PGA,Glycerol
27,0.7500000000000001,103.35748601421244,3.3574860142124408,PCL,Glycerol
27,0.8000000000000002,113.7947560229617,13.794756022961707,PBS,Glycerol
27,0.7500000000000001,84.17730341834647,15.822696581653531,PBAT,Glycerol
27,0.35,85.05849055164406,14.941509448355944,PBSA,Glycerol
28,0.7500000000000001,88.58220729412044,11.417792705879563,PLA,Glycerol
28,0.35,110.98455149406595,10.984551494065954,PHB,Glycerol
28,0.9500000000000002,98.88711021077586,1.1128897892241412,PHBV,Glycerol
28,0.7500000000000001,98.94154611790974,1.0584538820902623,PHAa,Glycerol
28,0.8500000000000002,116.26095641319641,16.26095641319641,PGA,Glycerol
28,0.7500000000000001,74.52221807760768,25.477781922392325,PCL,Glycerol
28,0.7500000000000001,77.6742022182066,22.325797781793398,PBS,Glycerol
28,0.8000000000000002,83.16365362700496,16.836346372995038,PBAT,Glycerol
28,0.39999999999999997,129.69885078023702,29.698850780237024,PBSA,Glycerol
29,0.8000000000000002,97.56396265953992,2.436037340460075,PLA,Glycerol
29,0.3,111.67509267277202,11.675092672772024,PHB,Glycerol
29,0.9500000000000002,143.8086668970844,43.80866689708441,PHBV,Glycerol
29,0.7500000000000001,90.76102148882471,9.23897851117529,PHAa,Glycerol
29,0.8000000000000002,91.73564742755295,8.264352572447052,PGA,Glycerol
29,0.8000000000000002,102.53159077285628,2.5315907728562763,PCL,Glycerol
29,0.8000000000000002,63.821275631354126,36.178724368645874,PBS,Glycerol
29,0.8500000000000002,113.19246997980754,13.19246997980754,PBAT,Glycerol
29,0.35,64.2862015210924,35.713798478907606,PBSA,Glycerol
30,0.8000000000000002,104.20668709190942,4.206687091909416,PLA,Glycerol
30,0.25,72.49813553222312,27.501864467776883,PHB,Glycerol
30,0.9000000000000001,105.20978434920507,5.209784349205066,PHBV,Glycerol
30,0.8000000000000002,102.14942134605164,2.149421346051639,PHAa,Glycerol
30,0.8500000000000002,59.187283230838986,40.812716769161014,PGA,Glycerol
30,0.8000000000000002,93.47638583622815,6.523614163771853,PCL,Glycerol
30,0.8500000000000002,98.13192646588622,1.8680735341137762,PBS,Glycerol
30,0.8000000000000002,97.26301707126031,2.7369829287396925,PBAT,Glycerol
30,0.39999999999999997,118.82235803010455,18.822358030104553,PBSA,Glycerol
31,0.8000000000000002,112.92106268784826,12.921062687848263,PLA,Glycerol
31,0.3,133.93693970365698,33.936939703656975,PHB,Glycerol
31,0.8500000000000001,42.60533353516092,57.39466646483908,PHBV,Glycerol
31,0.8000000000000002,92.21169247560115,7.788307524398846,PHAa,Glycerol
31,0.9000000000000002,144.21590943158162,44.21590943158162,PGA,Glycerol
31,0.8500000000000002,65.92712761856367,34.072872381436326,PCL,Glycerol
31,0.8500000000000002,68.12941391158277,31.870586088417227,PBS,Glycerol
31,0.8000000000000002,121.0195000081914,21.0195000081914,PBAT,Glycerol
31,0.35,30.52631800196813,69.47368199803188,PBSA,Glycerol
32,0.7500000000000001,97.03859421256212,2.961405787437883,PLA,Glycerol
32,0.25,99.01414161624974,0.985858383750255,PHB,Glycerol
32,0.9000000000000001,117.43093353658446,17.43093353658446,PHBV,Glycerol
32,0.8500000000000002,86.12077337065908,13.87922662934092,PHAa,Glycerol
32,0.8500000000000002,108.53006913723587,8.53006913723587,PGA,Glycerol
32,0.9000000000000002,108.50841842323759,8.508418423237586,PCL,Glycerol
32,0.9000000000000002,59.980737964968704,40.019262035031296,PBS,Glycerol
32,0.7500000000000001,104.03853951375116,4.038539513751161,PBAT,Glycerol
32,0.39999999999999997,160.6724239113109,60.67242391131089,PBSA,Glycerol
33,0.7500000000000001,89.08406910554154,10.915930894458455,PLA,Glycerol
33,0.25,86.99129996248132,13.008700037518679,PHB,Glycerol
33,0.8500000000000001,126.05344999552959,26.05344999552959,PHBV,Glycerol
33,0.9000000000000002,122.09744625834017,22.09744625834017,PHAa,Glycerol
33,0.8000000000000002,109.2598686989138,9.259868698913806,PGA,Glycerol
33,0.8500000000000002,91.18444338748323,8.815556612516772,PCL,Glycerol
33,0.9500000000000003,84.69642090049226,15.303579099507743,PBS,Glycerol
33,0.7500000000000001,95.16020528043451,4.839794719565489,PBAT,Glycerol
33,0.35,57.24321207915665,42.75678792084335,PBSA,Glycerol
34,0.8000000000000002,98.10195282578151,1.8980471742184903,PLA,Glycerol
34,0.3,62.261876778484165,37.738123221515835,PHB,Glycerol
34,0.8,120.09117878622172,20.091178786221718,PHBV,Glycerol
34,0.8500000000000002,106.36108283454675,6.36108283454675,PHAa,Glycerol
34,0.7500000000000001,128.3019881689649,28.301988168964897,PGA,Glycerol
34,0.9000000000000002,98.0641270158419,1.9358729841580953,PCL,Glycerol
34,1.0000000000000002,93.66812409950742,6.331875900492577,PBS,Glycerol
34,0.7500000000000001,71.6497338119711,28.350266188028897,PBAT,Glycerol
34,0.39999999999999997,83.23095723211908,16.76904276788092,PBSA,Glycerol
35,0.8000000000000002,101.15385513573321,1.1538551357332096,PLA,Glycerol
35,0.35,86.8984279319974,13.101572068002596,PHB,Glycerol
35,0.75,38.48057356207651,61.51942643792349,PHBV,Glycerol
35,0.8000000000000002,100.15941579822332,0.1594157982233213,PHAa,Glycerol
35,0.7000000000000001,99.62640336859693,0.37359663140307475,PGA,Glycerol
35,0.9000000000000002,60.7181587472262,39.2818412527738,PCL,Glycerol
35,1.0500000000000003,69.16928693115892,30.830713068841078,PBS,Glycerol
35,0.8000000000000002,88.6007027518101,11.399297248189896,PBAT,Glycerol
35,0.44999999999999996,74.8599208634002,25.140079136599795,PBSA,Glycerol
36,0.8000000000000002,102.87951026150539,2.879510261505388,PLA,Glycerol
36,0.39999999999999997,94.18316132932439,5.816838670675608,PHB,Glycerol
36,0.8,106.59643330893508,6.596433308935076,PHBV,Glycerol
36,0.8000000000000002,96.23474318157203,3.7652568184279716,PHAa,Glycerol
36,0.7000000000000001,99.30147096361256,0.6985290363874412,PGA,Glycerol
36,0.9500000000000003,106.1084407127778,6.108440712777806,PCL,Glycerol
36,1.1000000000000003,98.61643053280056,1.383569467199436,PBS,Glycerol
36,0.8500000000000002,83.09574537811083,16.904254621889166,PBAT,Glycerol
36,0.49999999999999994,112.65477637870845,12.654776378708448,PBSA,Glycerol
37,0.8000000000000002,89.32314013024127,10.67685986975873,PLA,Glycerol
37,0.44999999999999996,141.39248587750242,41.39248587750242,PHB,Glycerol
37,0.75,89.175686891226,10.824313108774007,PHBV,Glycerol
37,0.8000000000000002,143.0713628332393,43.071362833239306,PHAa,Glycerol
37,0.7000000000000001,124.99187736717703,24.991877367177025,PGA,Glycerol
37,0.9000000000000002,108.63550172100723,8.63550172100723,PCL,Glycerol
37,1.1000000000000003,223.5046857016258,123.50468570162579,PBS,Glycerol
37,0.9000000000000002,175.1474267248648,75.1474267248648,PBAT,Glycerol
37,0.44999999999999996,167.05481960509564,67.05481960509564,PBSA,Glycerol
38,0.8500000000000002,145.6568109229984,45.6568109229984,PLA,Glycerol
38,0.39999999999999997,82.96941546125127,17.030584538748727,PHB,Glycerol
38,0.8,119.82320394741357,19.823203947413575,PHBV,Glycerol
38,0.7500000000000001,107.60317083718027,7.603170837180272,PHAa,Glycerol
38,0.65,106.59704820099935,6.597048200999353,PGA,Glycerol
38,0.8500000000000002,91.31603269741264,8.683967302587362,PCL,Glycerol
38,1.0500000000000003,77.56263414132525,22.437365858674752,PBS,Glycerol
38,0.8500000000000002,159.81707999085376,59.817079990853756,PBAT,Glycerol
38,0.39999999999999997,93.17537365532772,6.824626344672282,PBSA,Glycerol
39,0.8000000000000002,77.77152247450326,22.228477525496743,PLA,Glycerol
39,0.44999999999999996,113.25637827124136,13.25637827124136,PHB,Glycerol
39,0.75,107.2577462991376,7.257746299137594,PHBV,Glycerol
39,0.7000000000000001,57.77786501022859,42.22213498977141,PHAa,Glycerol
39,0.6,78.74870956500651,21.251290434993493,PGA,Glycerol
39,0.9000000000000002,174.37189147960927,74.37189147960927,PCL,Glycerol
39,1.1000000000000003,95.46905103737198,4.530948962628017,PBS,Glycerol
39,0.8000000000000002,92.53312529148431,7.4668747085156895,PBAT,Glycerol
39,0.44999999999999996,132.7685452418114,32.76854524181141,PBSA,Glycerol
40,0.8500000000000002,92.66280910884468,7.337190891155316,PLA,Glycerol
40,0.39999999999999997,108.07397969982812,8.073979699828115,PHB,Glycerol
40,0.7,66.97028159935104,33.02971840064896,PHBV,Glycerol
40,0.7500000000000001,113.91876041901432,13.918760419014319,PHAa,Glycerol
40,0.65,51.374674428627415,48.625325571372585,PGA,Glycerol
40,0.8500000000000002,93.54538765667759,6.45461234332241,PCL,Glycerol
40,1.1000000000000003,74.83438978100277,25.16561021899723,PBS,Glycerol
40,0.8500000000000002,94.90178713465261,5.098212865347392,PBAT,Glycerol
40,0.39999999999999997,145.76607798617644,45.76607798617644,PBSA,Glycerol
41,0.9000000000000002,105.72514109226516,5.7251410922651615,PLA,Glycerol
41,0.35,104.67905540398688,4.6790554039868795,PHB,Glycerol
41,0.75,97.93816794429667,2.0618320557033343,PHBV,Glycerol
41,0.7000000000000001,69.65995224832035,30.34004775167965,PHAa,Glycerol
41,0.7000000000000001,108.7764063592928,8.776406359292807,PGA,Glycerol
41,0.9000000000000002,150.9099584339153,50.90995843391531,PCL,Glycerol
41,1.1500000000000004,101.21692976136353,1.2169297613635308,PBS,Glycerol
41,0.9000000000000002,105.05783377984183,5.057833779841829,PBAT,Glycerol
41,0.35,108.66916945226258,8.66916945226258,PBSA,Glycerol
42,0.8500000000000002,101.81866778747822,1.8186677874782191,PLA,Glycerol
42,0.35,78.60871524212561,21.391284757874388,PHB,Glycerol
42,0.75,109.13044047621058,9.13044047621058,PHBV,Glycerol
42,0.7500000000000001,92.52513634905551,7.474863650944485,PHAa,Glycerol
42,0.65,73.7426794075649,26.257320592435093,PGA,Glycerol
42,0.8500000000000002,64.28224102592303,35.71775897407697,PCL,Glycerol
42,1.1500000000000004,95.23628332822547,4.763716671774532,PBS,Glycerol
42,0.8500000000000002,158.92254261867248,58.92254261867248,PBAT,Glycerol
42,0.3,73.0978672013468,26.9021327986532,PBSA,Glycerol
43,0.8500000000000002,117.90992095816577,17.90992095816577,PLA,Glycerol
43,0.39999999999999997,142.11420980505923,42.11420980505923,PHB,Glycerol
43,0.7,77.73899527398929,22.26100472601071,PHBV,Glycerol
43,0.8000000000000002,119.36214247877578,19.36214247877578,PHAa,Glycerol
43,0.7000000000000001,66.951950799113,33.04804920088699,PGA,Glycerol
43,0.9000000000000002,174.06738958420405,74.06738958420405,PCL,Glycerol
43,1.1500000000000004,123.38607285240164,23.38607285240164,PBS,Glycerol
43,0.8000000000000002,88.67661881449905,11.32338118550095,PBAT,Glycerol
43,0.35,70.11239346084227,29.88760653915773,PBSA,Glycerol
44,0.8000000000000002,91.23690756446082,8.763092435539178,PLA,Glycerol
44,0.35,133.42589266057283,33.42589266057283,PHB,Glycerol
44,0.75,90.01859463183362,9.981405368166378,PHBV,Glycerol
44,0.7500000000000001,166.0999696642526,66.0999696642526,PHAa,Glycerol
44,0.7500000000000001,120.84408206809744,20.844082068097435,PGA,Glycerol
44,0.8500000000000002,94.47930093122078,5.520699068779223,PCL,Glycerol
44,1.1000000000000003,81.36221489746133,18.637785102538672,PBS,Glycerol
