Materials,Polymer Grade 1,Polymer Grade 2,Polymer Grade 3,Polymer Grade 4,Polymer Grade 5,SMILES1,SMILES2,SMILES3,SMILES4,SMILES5,vol_fraction1,vol_fraction2,vol_fraction3,vol_fraction4,vol_fraction5,SP_C,SP_N,SP2_C,SP2_N,SP2_O,SP2_S,SP2_B,SP3_C,SP3_N,SP3_O,SP3_S,SP3_P,SP3_Si,SP3_B,SP3_F,SP3_Cl,SP3_Br,SP3_I,SP3D2_S,phenyls,cyclohexanes,cyclopentanes,cyclopentenes,thiophenes,aromatic_rings_with_n,aromatic_rings_with_o,aromatic_rings_with_n_o,aromatic_rings_with_s,aliphatic_rings_with_n,aliphatic_rings_with_o,aliphatic_rings_with_n_o,aliphatic_rings_with_s,other_rings,carboxylic_acid,anhydride,acyl_halide,carbamide,urea,carbamate,thioamide,amide,ester,sulfonamide,sulfone,sulfoxide,phosphate,nitro,acetal,ketal,isocyanate,thiocyanate,azide,azo,imide,sulfonyl_halide,phosphonate,thiourea,guanidine,silicon_4_coord,boron_3_coord,vinyl,vinyl_halide,allene,alcohol,ether,aldehyde,ketone,thiol,thioether,primary_amine,secondary_amine,tertiary_amine,quaternary_amine,imine,nitrile,primary_carbon,secondary_carbon,tertiary_carbon,quaternary_carbon,branching_factor,tree_depth,ethyl_chain,propyl_chain,butyl_chain,long_chain,Thickness_certification,enzyme kinetics,Xc,wa,wvtr,eab,ts,Tg,property1,property2,property1_label,property2_label
PCL,Capa™ 6800,Unknown,Unknown,Unknown,Unknown,*OCCCCC(*)=O,,,,,1.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,490.0,fast,0.56,6.38,4720.0,580.8,54.0,-90.0,95,30,fixed,soft
PP,Total PPH 3270,Unknown,Unknown,Unknown,Unknown,*CC=C*,,,,,1.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,none,0.65,0.01,100.0,105.0,231.0,-4.0,2,160,fixed,soft
PET,Mylar 48-F-OC Clear PET PET,Unknown,Unknown,Unknown,Unknown,*CCOC(=O)c1ccc(C(*)=O)cc1,,,,,1.0,,,,,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,,none,0.5,0.3,0.27,103.5,213.5,77.0,2,160,fixed,soft
PVDC,CX-C6,Unknown,Unknown,Unknown,Unknown,*CC(*)(Cl)Cl,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,none,0.2,0.1,102.76,435.0,21.5,-18.0,2,160,fixed,soft
PA,Aegis PCR-H135ZP Nylon 6,Unknown,Unknown,Unknown,Unknown,*NCCCCCC(=O)*,,,,,1.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,,none,0.5,1.6,39.06,330.0,90.0,65.0,2,160,fixed,soft
EVOH,EVAL F171B,Unknown,Unknown,Unknown,Unknown,*CCC(O)C*,,,,,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,none,0.4,6.0,612.14,14.0,34.0,60.0,2,160,fixed,soft
PBAT/PLA,Ecovio 40 FG2331,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.3,0.7,,,,0.0,0.0,3.7,0.0,1.9,0.0,0.0,5.0,0.0,1.5999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.5999999999999996,0.7,0.0,1.0,10.0,0.0,0.0,0.0,0.0,,slow,0.5,3.328947368,12547.31619,450.0,30.0,23.89706572,60,120,soft,soft
PBAT/PLA,EcoVio F2223,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.4,0.6,,,,0.0,0.0,4.6,0.0,2.2,0.0,0.0,6.000000000000001,0.0,1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.800000000000001,0.6,0.0,1.0,12.000000000000002,0.0,0.0,0.0,0.0,,slow,0.5,2.581632653,13446.91533,525.0,45.0,14.79952383,70,100,soft,soft
PBAT/PLA,EcoVio F2224,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.5,0.5,,,,0.0,0.0,5.5,0.0,2.5,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.5,0.0,1.0,14.0,0.0,0.0,0.0,0.0,,slow,0.5,2.108333333,14485.47366,395.0,43.0,6.242675884,80,100,soft,soft
PBAT/PLA,EcoVio F2330,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.6,0.4,,,,0.0,0.0,6.4,0.0,2.8,0.0,0.0,7.999999999999999,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.199999999999999,0.4,0.0,1.0,15.999999999999998,0.0,0.0,0.0,0.0,30.0,med,0.5,1.781690141,15697.88311,360.0,23.0,-1.820289609,92,90,soft,soft
PBAT/PLA,EcoVio F2331,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.7,0.3,,,,0.0,0.0,7.3,0.0,3.0999999999999996,0.0,0.0,8.999999999999998,0.0,2.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.399999999999999,0.3,0.0,1.0,17.999999999999996,0.0,0.0,0.0,0.0,30.0,med,0.5,1.542682927,17131.78425,575.0,38.0,-9.430932007,92,80,soft,soft
PBAT/PLA,EcoVio F2332,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.2,0.8,,,,0.0,0.0,2.8,0.0,1.6,0.0,0.0,4.0,0.0,1.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4000000000000004,0.8,0.0,1.0,8.0,0.0,0.0,0.0,0.0,,med,0.5,4.685185185,11760.53589,570.0,37.0,33.58822196,92,120,soft,soft
PBAT/PLA,EcoVio F2341x,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.8,0.2,,,,0.0,0.0,8.2,0.0,3.4000000000000004,0.0,0.0,10.000000000000002,0.0,2.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.600000000000001,0.2,0.0,1.0,20.000000000000004,0.0,0.0,0.0,0.0,24.0,slow,0.5,1.360215054,18853.9741,525.0,25.0,-16.62627503,92,70,soft,soft
PBAT/PLA,EcoVio F23B1,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.9,0.1,,,,0.0,0.0,9.1,0.0,3.7,0.0,0.0,11.0,0.0,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.8,0.1,0.0,1.0,22.0,0.0,0.0,0.0,0.0,24.0,med,0.5,1.216346154,20961.11085,525.0,25.0,-23.43940906,92,60,soft,soft
Starch/PBAT,Terratek FX1515,Unknown,Unknown,Unknown,Unknown,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,,,,0.1,0.9,,,,0.0,0.0,9.1,0.0,3.7,0.0,0.0,13.4,0.0,4.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,11.200000000000001,0.0,0.0,0.9,23.200000000000003,0.0,0.0,0.0,0.0,,med,0.1,2.53,18240.76,400.0,29.0,-21.12662844,92,50,soft,soft
Starch/PBAT,Terratek FX1515 - Blown Film,Unknown,Unknown,Unknown,Unknown,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,,,,0.2,0.8,,,,0.0,0.0,8.2,0.0,3.4000000000000004,0.0,0.0,14.8,0.0,6.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,10.400000000000002,0.0,0.0,0.8,22.400000000000002,0.0,0.0,0.0,0.0,,med,0.1,6.9,52768.59,775.0,17.25,-11.69671343,92,40,soft,soft
Starch/PBAT,Terratek FX2217,Unknown,Unknown,Unknown,Unknown,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,,,,0.3,0.7,,,,0.0,0.0,7.3,0.0,3.0999999999999996,0.0,0.0,16.2,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1.5999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,9.599999999999998,0.0,0.0,0.7,21.599999999999998,0.0,0.0,0.0,0.0,,med,0.1,6.12,55054.96,658.2,14.15,-1.53369292,92,30,soft,soft
Starch/PBAT,Bio-Flex F1804,Unknown,Unknown,Unknown,Unknown,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,,,,0.4,0.6,,,,0.0,0.0,6.4,0.0,2.8,0.0,0.0,17.6,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.8000000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,8.799999999999999,0.0,0.0,0.6,20.799999999999997,0.0,0.0,0.0,0.0,27.0,fast,0.1,6.12,55054.96,500.0,17.5,9.451380803,92,25,soft,soft
PLA Blend,Bio-Flex FX1137,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.9,0.1,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.4,0.0,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.4,0.9,0.0,0.9,5.2,0.0,0.0,0.0,0.0,,slow,0.1,4.59,3526.85,410.0,17.0,59.00562865,50,100,soft,soft
PLA Blend,Bio-Flex F1140,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.9,0.1,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.4,0.0,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.4,0.9,0.0,0.9,5.2,0.0,0.0,0.0,0.0,,med,0.1,4.59,3526.85,630.0,29.0,59.00562865,75,100,soft,soft
PLA Blend,Bio-Flex FX1130,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.8,0.2,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.800000000000001,0.0,4.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.8,0.8,0.0,0.8,6.4,0.0,0.0,0.0,0.0,,slow,0.1,5.45,13591.17,405.0,23.0,63.11025676,70,80,soft,soft
PLA Blend,Bio-Flex FX1135,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.8,0.2,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.800000000000001,0.0,4.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.8,0.8,0.0,0.8,6.4,0.0,0.0,0.0,0.0,,med,0.1,5.45,13591.17,465.0,24.5,63.11025676,65,80,soft,soft
PLA Blend,Bio-Flex F1801,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.7,0.3,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,0.8999999999999999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,1.2,0.7,0.0,0.7,7.6,0.0,0.0,0.0,0.0,,slow,0.1,6.08,30797.94,96.5,21.5,67.31760044,70,90,soft,soft
PLA Blend,Bio-Flex F2110,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.7,0.3,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,0.8999999999999999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,1.2,0.7,0.0,0.7,7.6,0.0,0.0,0.0,0.0,,med,0.1,6.08,30797.94,365.0,27.5,67.31760044,70,80,soft,soft
PLA Blend,Bio-Flex F2100,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.6,0.4,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.6,0.0,8.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.2000000000000002,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,1.6,0.6,0.0,0.6,8.8,0.0,0.0,0.0,0.0,,med,0.1,6.24,71740.92,392.5,15.0,71.63156413,85,80,soft,soft
