Materials,Polymer Grade 1,Polymer Grade 2,Polymer Grade 3,Polymer Grade 4,Polymer Grade 5,SMILES1,SMILES2,SMILES3,SMILES4,SMILES5,vol_fraction1,vol_fraction2,vol_fraction3,vol_fraction4,vol_fraction5,SP_C,SP_N,SP2_C,SP2_N,SP2_O,SP2_S,SP2_B,SP3_C,SP3_N,SP3_O,SP3_S,SP3_P,SP3_Si,SP3_B,SP3_F,SP3_Cl,SP3_Br,SP3_I,SP3D2_S,phenyls,cyclohexanes,cyclopentanes,cyclopentenes,thiophenes,aromatic_rings_with_n,aromatic_rings_with_o,aromatic_rings_with_n_o,aromatic_rings_with_s,aliphatic_rings_with_n,aliphatic_rings_with_o,aliphatic_rings_with_n_o,aliphatic_rings_with_s,other_rings,carboxylic_acid,anhydride,acyl_halide,carbamide,urea,carbamate,thioamide,amide,ester,sulfonamide,sulfone,sulfoxide,phosphate,nitro,acetal,ketal,isocyanate,thiocyanate,azide,azo,imide,sulfonyl_halide,phosphonate,thiourea,guanidine,silicon_4_coord,boron_3_coord,vinyl,vinyl_halide,allene,alcohol,ether,aldehyde,ketone,thiol,thioether,primary_amine,secondary_amine,tertiary_amine,quaternary_amine,imine,nitrile,primary_carbon,secondary_carbon,tertiary_carbon,quaternary_carbon,branching_factor,tree_depth,ethyl_chain,propyl_chain,butyl_chain,long_chain,Thickness_certification,enzyme kinetics,Xc,wa,wvtr,eab,ts,Tg,property1,property2,property1_label,property2_label
PLA Blend,Bio-Flex FX1821,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.6,0.4,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.6,0.0,8.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.2000000000000002,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,1.6,0.6,0.0,0.6,8.8,0.0,0.0,0.0,0.0,32.0,fast,0.1,6.24,71740.92,535.0,22.0,71.63156413,90,70,soft,soft
Likely PLA,BF2001,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.9,0.1,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.4,0.0,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.30000000000000004,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.4,0.9,0.0,0.9,5.2,0.0,0.0,0.0,0.0,,slow,0.1,4.59,3526.85,19.03,10.32,59.00562865,70,90,soft,soft
Likely PBAT,BF700Z-X,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.8,0.2,,,,0.0,0.0,8.2,0.0,3.4000000000000004,0.0,0.0,14.8,0.0,6.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,10.400000000000002,0.0,0.0,0.8,22.400000000000002,0.0,0.0,0.0,0.0,,med,0.1,5.45,13591.17,34.8,19.91,96.41304797,60,90,soft,soft
Likely PBAT,BF7002,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.7,0.3,,,,0.0,0.0,7.3,0.0,3.0999999999999996,0.0,0.0,16.2,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,1.5999999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,9.599999999999998,0.0,0.0,0.7,21.599999999999998,0.0,0.0,0.0,0.0,,med,0.1,6.24,71740.92,35.5,22.01,59.00562865,80,60,soft,soft
Starch Based,Bioplast GF 106,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.7,0.3,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,0.8999999999999999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,1.2,0.7,0.0,0.7,7.6,0.0,0.0,0.0,0.0,20.0,med,0.1,6.08,30797.94,20.36,23.0,67.31760044,90,70,soft,soft
Starch Based,Bioplast 500 A,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.6,0.4,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.6,0.0,8.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.2000000000000002,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,1.6,0.6,0.0,0.6,8.8,0.0,0.0,0.0,0.0,37.0,fast,0.1,6.24,71740.92,32.92,22.01,71.63156413,90,50,soft,soft
Starch Based,M Vera B5019,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.8,0.2,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.800000000000001,0.0,4.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.6000000000000001,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,0.8,0.8,0.0,0.8,6.4,0.0,0.0,0.0,0.0,,slow,0.1,5.45,13591.17,677.7,25.5,63.11025676,70,90,soft,soft
Starch/PLA,M Vera B5033,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,,,,0.7,0.3,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999997,0.8999999999999999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,1.2,0.7,0.0,0.7,7.6,0.0,0.0,0.0,0.0,31.0,med,0.1,5.45,13591.17,381.65,19.0,67.31760044,92,80,soft,soft
PBAT Blend,EcoWill,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.6,0.4,,,,0.0,0.0,6.4,0.0,2.8,0.0,0.0,7.999999999999999,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.199999999999999,0.4,0.0,1.0,15.999999999999998,0.0,0.0,0.0,0.0,31.0,fast,0.1,6.12,55054.96,180.0,12.0,-1.820289609,92,60,soft,soft
PHA Based,PHACT CA8570P,Unknown,Unknown,Unknown,Unknown,*OC(C)CC(=O)OCCCC(=O)OCCCC(=O)OCCCC(=O)*,*OC(=O)C(*)C,,,,0.6,0.4,,,,0.0,0.0,2.8,0.0,2.8,0.0,0.0,7.999999999999999,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,13.6,0.0,0.0,0.0,0.0,,fast,0.5,1.0,27560.0,300.0,29.0,9.08195902,92,60,soft,soft
PHA Based,PHACT CA1240PF,Unknown,Unknown,Unknown,Unknown,*OC(C)CC(=O)OCCCC(=O)OCCCC(=O)OCCCC(=O)*,*OC(=O)C(*)C,,,,0.7,0.3,,,,0.0,0.0,3.0999999999999996,0.0,3.0999999999999996,0.0,0.0,8.999999999999998,0.0,3.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,15.2,0.0,0.0,0.0,0.0,,fast,0.5,0.8,27560.0,300.0,29.0,2.649845352,92,60,soft,soft
PHA Based,PHACT CA1270P,Unknown,Unknown,Unknown,Unknown,*OC(C)CC(=O)OCCCC(=O)OCCCC(=O)OCCCC(=O)*,*OC(=O)C(*)C,,,,0.8,0.2,,,,0.0,0.0,3.4000000000000004,0.0,3.4000000000000004,0.0,0.0,10.000000000000002,0.0,3.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,16.8,0.0,0.0,0.0,0.0,,fast,0.5,0.9,36740.0,400.0,39.0,-3.49562311,92,40,soft,soft
PBAT Blend,EcoVio PS1606,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.8,0.2,,,,0.0,0.0,8.2,0.0,3.4000000000000004,0.0,0.0,10.000000000000002,0.0,2.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.600000000000001,0.2,0.0,1.0,20.000000000000004,0.0,0.0,0.0,0.0,,med,0.2,1.23,19650.77914,159.74,25.32,-1.820289609,85,40,soft,soft
PBAT Blend,EcoVio 70 PS14H6,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.6,0.4,,,,0.0,0.0,6.4,0.0,2.8,0.0,0.0,7.999999999999999,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.199999999999999,0.4,0.0,1.0,15.999999999999998,0.0,0.0,0.0,0.0,22.0,fast,0.1,1.28,22080.94543,17.85,31.85,-1.820289609,92,20,soft,soft
PBAT Blend,EcoVio T2308,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCCCC(=O)OCCCCC(=O)c1ccc(C(*)=O)cc1,*OC(=O)C(*)C,,,,0.7,0.3,,,,0.0,0.0,7.3,0.0,3.0999999999999996,0.0,0.0,8.999999999999998,0.0,2.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.399999999999999,0.3,0.0,1.0,17.999999999999996,0.0,0.0,0.0,0.0,,med,0.3,1.23,17702.49292,47.0,27.0,-9.430932007,92,30,soft,soft
PLA,Nativia NTSS,Unknown,Unknown,Unknown,Unknown,*OC(=O)C(*)C,,,,,1.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,,slow,0.2,25.3,4460.0,135.0,155.0,55.0,5,150,soft,soft
TPS Blend,BioBlend,Unknown,Unknown,Unknown,Unknown,CC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)OC)O)O)OC4C(=O)C(C(C(O4)CO)OC)O)O)O)O)O,*OC(=O)C(*)C,,,,0.7,0.3,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.8,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.0999999999999996,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3999999999999995,2.8,0.3,0.0,0.3,12.399999999999999,0.0,0.0,0.0,0.0,,fast,0.3,6.12,7300.0,665.0,24.3,67.31760044,92,25,soft,soft
PBS,BioPBS™ FZ78TM,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCC(*)=O,,,,,1.0,,,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,,med,0.5,0.3,3660.0,87.0,31.0,-33.7,92,70,soft,soft
PBS,BioPBS™ FZ79AC,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCC(*)=O,,,,,1.0,,,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,,med,0.5,0.3,3660.0,123.0,29.0,-33.7,92,80,soft,soft
PBS,BioPBS™ FZ83AC,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCC(*)=O,,,,,1.0,,,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,,med,0.5,0.3,3660.0,205.0,28.0,-33.7,92,60,soft,soft
PBS,BioPBS™ FZ85AC,Unknown,Unknown,Unknown,Unknown,*OCCCCOC(=O)CCC(*)=O,,,,,1.0,,,,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,,med,0.4,0.3,3660.0,442.0,33.0,-33.7,92,65,soft,soft
